address,total_usd,BTC,STABLE,ALT
0xc882b111a75c0c657fc507c04fbfcd2cc984f071,0.0,0.0,0.0,0.0
0x1c4b70a3968436b9a0a9cf5205c787eb81bb558c,0.0,0.0,0.0,0.0
0x0d0707963952f2fba59dd06f2b425ace40b492fe,0.0,0.0,0.0,0.0
0x536c4921D1aAfDE6a5cda882fb5cA046f3601c65,0.0,0.0,0.0,0.0
0xae5Dde433888A7456C3e0AecBb2e0A5748cbC1Eb,0.0,0.0,0.0,0.0
0x98B9Bb394D67a381cA73B6F0346b58b1393c6548,0.0,0.0,0.0,0.0
